date,store,item,sales
05/03/19,3,6,62
06/03/19,3,6,74
07/03/19,3,6,73
08/03/19,3,6,68
09/03/19,3,6,57
10/03/19,3,6,70
11/03/19,3,6,69
12/03/19,3,6,61
13/03/19,3,6,57
14/03/19,3,6,58
15/03/19,3,6,86
16/03/19,3,6,50
17/03/19,3,6,51
18/03/19,3,6,56
19/03/19,3,6,55
20/03/19,3,6,68
21/03/19,3,6,69
22/03/19,3,6,96
23/03/19,3,6,50
24/03/19,3,6,47
25/03/19,3,6,47
26/03/19,3,6,54
27/03/19,3,6,69
28/03/19,3,6,65
29/03/19,3,6,90
30/03/19,3,6,39
31/03/19,3,6,51
01/04/19,3,6,63
02/04/19,3,6,70
03/04/19,3,6,70
04/04/19,3,6,92
05/04/19,3,6,92
06/04/19,3,6,58
07/04/19,3,6,68
08/04/19,3,6,66
09/04/19,3,6,68
10/04/19,3,6,79
11/04/19,3,6,80
12/04/19,3,6,90
13/04/19,3,6,55
14/04/19,3,6,69
15/04/19,3,6,70
16/04/19,3,6,66
17/04/19,3,6,74
18/04/19,3,6,80
19/04/19,3,6,66
20/04/19,3,6,62
21/04/19,3,6,64
22/04/19,3,6,69
23/04/19,3,6,71
24/04/19,3,6,75
25/04/19,3,6,88
26/04/19,3,6,100
27/04/19,3,6,61
28/04/19,3,6,57
29/04/19,3,6,66
30/04/19,3,6,68
01/05/19,3,6,96
02/05/19,3,6,100
03/05/19,3,6,94
04/05/19,3,6,62
05/05/19,3,6,58
06/05/19,3,6,64
07/05/19,3,6,75
08/05/19,3,6,80
09/05/19,3,6,101
10/05/19,3,6,115
11/05/19,3,6,58
12/05/19,3,6,85
13/05/19,3,6,85
14/05/19,3,6,59
15/05/19,3,6,84
16/05/19,3,6,90
17/05/19,3,6,97
18/05/19,3,6,64
19/05/19,3,6,64
20/05/19,3,6,62
21/05/19,3,6,75
22/05/19,3,6,81
23/05/19,3,6,81
24/05/19,3,6,77
25/05/19,3,6,64
26/05/19,3,6,74
27/05/19,3,6,61
28/05/19,3,6,64
29/05/19,3,6,80
30/05/19,3,6,82
31/05/19,3,6,107
01/06/19,3,6,61
02/06/19,3,6,80
03/06/19,3,6,66
04/06/19,3,6,82
05/06/19,3,6,78
06/06/19,3,6,88
07/06/19,3,6,87
08/06/19,3,6,51
09/06/19,3,6,85
10/06/19,3,6,72
11/06/19,3,6,82
12/06/19,3,6,81
13/06/19,3,6,100
14/06/19,3,6,95
15/06/19,3,6,75
16/06/19,3,6,86
17/06/19,3,6,65
18/06/19,3,6,93
19/06/19,3,6,83
20/06/19,3,6,84
21/06/19,3,6,84
22/06/19,3,6,67
23/06/19,3,6,87
24/06/19,3,6,76
25/06/19,3,6,81
26/06/19,3,6,74
27/06/19,3,6,65
28/06/19,3,6,93
29/06/19,3,6,76
30/06/19,3,6,72
01/07/19,3,6,75
02/07/19,3,6,80
03/07/19,3,6,94
04/07/19,3,6,108
05/07/19,3,6,90
06/07/19,3,6,79
07/07/19,3,6,90
08/07/19,3,6,74
09/07/19,3,6,95
10/07/19,3,6,84
11/07/19,3,6,107
12/07/19,3,6,119
13/07/19,3,6,56
14/07/19,3,6,71
15/07/19,3,6,72
16/07/19,3,6,90
17/07/19,3,6,74
18/07/19,3,6,107
19/07/19,3,6,109
20/07/19,3,6,64
21/07/19,3,6,89
22/07/19,3,6,88
23/07/19,3,6,85
24/07/19,3,6,85
25/07/19,3,6,106
26/07/19,3,6,100
27/07/19,3,6,71
28/07/19,3,6,82
29/07/19,3,6,75
30/07/19,3,6,80
31/07/19,3,6,98
01/08/19,3,6,81
02/08/19,3,6,82
03/08/19,3,6,56
04/08/19,3,6,62
05/08/19,3,6,69
06/08/19,3,6,79
07/08/19,3,6,80
08/08/19,3,6,86
09/08/19,3,6,102
10/08/19,3,6,60
11/08/19,3,6,74
12/08/19,3,6,62
13/08/19,3,6,67
14/08/19,3,6,75
15/08/19,3,6,83
16/08/19,3,6,100
17/08/19,3,6,53
18/08/19,3,6,57
19/08/19,3,6,68
20/08/19,3,6,71
21/08/19,3,6,91
22/08/19,3,6,74
23/08/19,3,6,118
24/08/19,3,6,56
25/08/19,3,6,69
26/08/19,3,6,73
27/08/19,3,6,83
28/08/19,3,6,88
29/08/19,3,6,90
30/08/19,3,6,83
31/08/19,3,6,61
01/09/19,3,6,69
02/09/19,3,6,59
03/09/19,3,6,73
04/09/19,3,6,87
05/09/19,3,6,83
06/09/19,3,6,87
07/09/19,3,6,51
08/09/19,3,6,55
09/09/19,3,6,61
10/09/19,3,6,86
11/09/19,3,6,76
12/09/19,3,6,78
13/09/19,3,6,81
14/09/19,3,6,56
15/09/19,3,6,54
16/09/19,3,6,56
17/09/19,3,6,64
18/09/19,3,6,89
19/09/19,3,6,85
20/09/19,3,6,89
21/09/19,3,6,57
22/09/19,3,6,65
23/09/19,3,6,60
24/09/19,3,6,68
25/09/19,3,6,87
26/09/19,3,6,84
27/09/19,3,6,78
28/09/19,3,6,56
29/09/19,3,6,53
30/09/19,3,6,79
01/01/17,3,7,40
02/01/17,3,7,36
03/01/17,3,7,36
04/01/17,3,7,38
05/01/17,3,7,31
06/01/17,3,7,35
07/01/17,3,7,27
08/01/17,3,7,35
09/01/17,3,7,47
10/01/17,3,7,41
11/01/17,3,7,34
12/01/17,3,7,42
13/01/17,3,7,43
14/01/17,3,7,33
15/01/17,3,7,41
16/01/17,3,7,33
17/01/17,3,7,35
18/01/17,3,7,41
19/01/17,3,7,48
20/01/17,3,7,46
21/01/17,3,7,22
22/01/17,3,7,32
23/01/17,3,7,37
24/01/17,3,7,35
25/01/17,3,7,40
26/01/17,3,7,38
27/01/17,3,7,52
28/01/17,3,7,28
29/01/17,3,7,38
30/01/17,3,7,38
31/01/17,3,7,35
01/02/17,3,7,45
02/02/17,3,7,43
03/02/17,3,7,53
04/02/17,3,7,33
05/02/17,3,7,31
06/02/17,3,7,31
07/02/17,3,7,29
08/02/17,3,7,45
09/02/17,3,7,42
10/02/17,3,7,51
11/02/17,3,7,30
12/02/17,3,7,39
13/02/17,3,7,40
14/02/17,3,7,45
15/02/17,3,7,41
16/02/17,3,7,38
17/02/17,3,7,55
18/02/17,3,7,33
19/02/17,3,7,33
20/02/17,3,7,32
21/02/17,3,7,41
22/02/17,3,7,48
23/02/17,3,7,48
24/02/17,3,7,54
25/02/17,3,7,27
26/02/17,3,7,41
27/02/17,3,7,35
28/02/17,3,7,38
01/03/17,3,7,42
02/03/17,3,7,41
03/03/17,3,7,54
04/03/17,3,7,33
05/03/17,3,7,46
06/03/17,3,7,41
07/03/17,3,7,69
08/03/17,3,7,51
09/03/17,3,7,61
10/03/17,3,7,40
11/03/17,3,7,45
12/03/17,3,7,45
13/03/17,3,7,54
14/03/17,3,7,54
15/03/17,3,7,41
16/03/17,3,7,57
17/03/17,3,7,54
18/03/17,3,7,35
19/03/17,3,7,35
20/03/17,3,7,37
21/03/17,3,7,44
22/03/17,3,7,60
23/03/17,3,7,60
24/03/17,3,7,68
25/03/17,3,7,34
26/03/17,3,7,35
27/03/17,3,7,48
28/03/17,3,7,52
29/03/17,3,7,48
30/03/17,3,7,51
31/03/17,3,7,61
01/04/17,3,7,40
02/04/17,3,7,40
03/04/17,3,7,50
04/04/17,3,7,63
05/04/17,3,7,71
06/04/17,3,7,65
07/04/17,3,7,71
08/04/17,3,7,42
09/04/17,3,7,63
10/04/17,3,7,60
11/04/17,3,7,63
12/04/17,3,7,69
13/04/17,3,7,64
14/04/17,3,7,83
15/04/17,3,7,43
16/04/17,3,7,55
17/04/17,3,7,59
18/04/17,3,7,55
19/04/17,3,7,70
20/04/17,3,7,61
21/04/17,3,7,72
22/04/17,3,7,53
23/04/17,3,7,55
24/04/17,3,7,55
25/04/17,3,7,50
26/04/17,3,7,64
27/04/17,3,7,58
28/04/17,3,7,71
29/04/17,3,7,44
30/04/17,3,7,60
01/05/17,3,7,46
02/05/17,3,7,64
03/05/17,3,7,56
04/05/17,3,7,76
05/05/17,3,7,60
06/05/17,3,7,51
07/05/17,3,7,45
08/05/17,3,7,46
09/05/17,3,7,64
10/05/17,3,7,64
11/05/17,3,7,72
12/05/17,3,7,75
13/05/17,3,7,51
14/05/17,3,7,61
15/05/17,3,7,44
16/05/17,3,7,67
17/05/17,3,7,62
18/05/17,3,7,73
19/05/17,3,7,78
20/05/17,3,7,50
21/05/17,3,7,52
22/05/17,3,7,63
23/05/17,3,7,61
24/05/17,3,7,60
25/05/17,3,7,65
26/05/17,3,7,71
27/05/17,3,7,54
28/05/17,3,7,75
29/05/17,3,7,62
30/05/17,3,7,57
31/05/17,3,7,63
01/06/17,3,7,63
02/06/17,3,7,92
03/06/17,3,7,47
04/06/17,3,7,66
05/06/17,3,7,58
06/06/17,3,7,78
07/06/17,3,7,63
08/06/17,3,7,86
09/06/17,3,7,72
10/06/17,3,7,62
11/06/17,3,7,71
12/06/17,3,7,61
13/06/17,3,7,66
14/06/17,3,7,64
15/06/17,3,7,81
16/06/17,3,7,85
17/06/17,3,7,60
18/06/17,3,7,64
19/06/17,3,7,63
20/06/17,3,7,60
21/06/17,3,7,53
22/06/17,3,7,70
23/06/17,3,7,79
24/06/17,3,7,51
25/06/17,3,7,73
26/06/17,3,7,60
27/06/17,3,7,73
28/06/17,3,7,65
29/06/17,3,7,51
30/06/17,3,7,91
01/07/17,3,7,59
02/07/17,3,7,74
03/07/17,3,7,71
04/07/17,3,7,77
05/07/17,3,7,83
06/07/17,3,7,88
07/07/17,3,7,66
08/07/17,3,7,70
09/07/17,3,7,52
10/07/17,3,7,64
11/07/17,3,7,73
12/07/17,3,7,89
13/07/17,3,7,75
14/07/17,3,7,102
15/07/17,3,7,54
16/07/17,3,7,80
17/07/17,3,7,66
18/07/17,3,7,64
19/07/17,3,7,84
20/07/17,3,7,84
21/07/17,3,7,67
22/07/17,3,7,58
23/07/17,3,7,56
24/07/17,3,7,62
25/07/17,3,7,77
26/07/17,3,7,69
27/07/17,3,7,80
28/07/17,3,7,75
29/07/17,3,7,55
30/07/17,3,7,85
31/07/17,3,7,77
01/08/17,3,7,69
02/08/17,3,7,63
03/08/17,3,7,64
04/08/17,3,7,66
05/08/17,3,7,46
06/08/17,3,7,58
07/08/17,3,7,75
08/08/17,3,7,60
09/08/17,3,7,65
10/08/17,3,7,70
11/08/17,3,7,80
12/08/17,3,7,44
13/08/17,3,7,49
14/08/17,3,7,62
15/08/17,3,7,67
16/08/17,3,7,76
17/08/17,3,7,83
18/08/17,3,7,75
19/08/17,3,7,48
20/08/17,3,7,41
21/08/17,3,7,67
22/08/17,3,7,62
23/08/17,3,7,60
24/08/17,3,7,71
25/08/17,3,7,76
26/08/17,3,7,73
27/08/17,3,7,65
28/08/17,3,7,61
29/08/17,3,7,74
30/08/17,3,7,58
31/08/17,3,7,73
01/09/17,3,7,64
02/09/17,3,7,44
03/09/17,3,7,55
04/09/17,3,7,61
05/09/17,3,7,41
06/09/17,3,7,72
07/09/17,3,7,62
08/09/17,3,7,67
09/09/17,3,7,49
10/09/17,3,7,58
11/09/17,3,7,40
12/09/17,3,7,60
13/09/17,3,7,62
14/09/17,3,7,67
15/09/17,3,7,61
16/09/17,3,7,46
17/09/17,3,7,54
18/09/17,3,7,53
19/09/17,3,7,56
20/09/17,3,7,77
21/09/17,3,7,75
22/09/17,3,7,73
23/09/17,3,7,43
24/09/17,3,7,53
25/09/17,3,7,53
26/09/17,3,7,62
27/09/17,3,7,68
28/09/17,3,7,75
29/09/17,3,7,80
30/09/17,3,7,31
01/10/17,3,7,33
02/10/17,3,7,47
03/10/17,3,7,59
04/10/17,3,7,61
05/10/17,3,7,73
06/10/17,3,7,73
07/10/17,3,7,40
08/10/17,3,7,58
09/10/17,3,7,64
10/10/17,3,7,47
11/10/17,3,7,64
12/10/17,3,7,58
13/10/17,3,7,54
14/10/17,3,7,40
15/10/17,3,7,60
16/10/17,3,7,63
17/10/17,3,7,62
18/10/17,3,7,59
19/10/17,3,7,56
20/10/17,3,7,66
21/10/17,3,7,44
22/10/17,3,7,60
23/10/17,3,7,47
24/10/17,3,7,51
25/10/17,3,7,67
26/10/17,3,7,64
27/10/17,3,7,75
28/10/17,3,7,42
29/10/17,3,7,33
30/10/17,3,7,50
31/10/17,3,7,64
01/11/17,3,7,52
02/11/17,3,7,68
03/11/17,3,7,76
04/11/17,3,7,38
05/11/17,3,7,59
06/11/17,3,7,56
07/11/17,3,7,50
08/11/17,3,7,77
09/11/17,3,7,68
10/11/17,3,7,69
11/11/17,3,7,39
12/11/17,3,7,45
13/11/17,3,7,47
14/11/17,3,7,50
15/11/17,3,7,64
16/11/17,3,7,74
17/11/17,3,7,65
18/11/17,3,7,41
19/11/17,3,7,57
20/11/17,3,7,57
21/11/17,3,7,56
22/11/17,3,7,58
23/11/17,3,7,54
24/11/17,3,7,83
25/11/17,3,7,46
26/11/17,3,7,48
27/11/17,3,7,47
28/11/17,3,7,60
29/11/17,3,7,67
30/11/17,3,7,61
01/12/17,3,7,46
02/12/17,3,7,43
03/12/17,3,7,29
04/12/17,3,7,44
05/12/17,3,7,32
06/12/17,3,7,33
07/12/17,3,7,43
08/12/17,3,7,59
09/12/17,3,7,32
10/12/17,3,7,35
11/12/17,3,7,43
12/12/17,3,7,42
13/12/17,3,7,32
14/12/17,3,7,50
15/12/17,3,7,52
16/12/17,3,7,33
17/12/17,3,7,43
18/12/17,3,7,31
19/12/17,3,7,40
20/12/17,3,7,52
21/12/17,3,7,44
22/12/17,3,7,47
23/12/17,3,7,39
24/12/17,3,7,40
25/12/17,3,7,45
26/12/17,3,7,40
27/12/17,3,7,41
28/12/17,3,7,34
29/12/17,3,7,49
30/12/17,3,7,35
31/12/17,3,7,36
01/01/18,3,7,47
02/01/18,3,7,41
03/01/18,3,7,39
04/01/18,3,7,44
05/01/18,3,7,48
06/01/18,3,7,31
07/01/18,3,7,39
08/01/18,3,7,40
09/01/18,3,7,48
10/01/18,3,7,46
11/01/18,3,7,54
12/01/18,3,7,52
13/01/18,3,7,34
14/01/18,3,7,47
15/01/18,3,7,42
16/01/18,3,7,36
17/01/18,3,7,35
18/01/18,3,7,54
19/01/18,3,7,46
20/01/18,3,7,40
21/01/18,3,7,33
22/01/18,3,7,38
23/01/18,3,7,54
24/01/18,3,7,55
25/01/18,3,7,51
26/01/18,3,7,59
27/01/18,3,7,32
28/01/18,3,7,39
29/01/18,3,7,43
30/01/18,3,7,55
31/01/18,3,7,43
01/02/18,3,7,62
02/02/18,3,7,56
03/02/18,3,7,41
04/02/18,3,7,39
05/02/18,3,7,43
06/02/18,3,7,54
07/02/18,3,7,60
08/02/18,3,7,54
09/02/18,3,7,63
10/02/18,3,7,37
11/02/18,3,7,45
12/02/18,3,7,52
13/02/18,3,7,42
14/02/18,3,7,46
15/02/18,3,7,60
16/02/18,3,7,61
17/02/18,3,7,35
18/02/18,3,7,22
19/02/18,3,7,50
20/02/18,3,7,52
21/02/18,3,7,45
22/02/18,3,7,50
23/02/18,3,7,60
24/02/18,3,7,37
25/02/18,3,7,33
26/02/18,3,7,59
27/02/18,3,7,56
28/02/18,3,7,46
01/03/18,3,7,66
02/03/18,3,7,71
03/03/18,3,7,39
04/03/18,3,7,71
05/03/18,3,7,58
06/03/18,3,7,73
07/03/18,3,7,51
08/03/18,3,7,69
09/03/18,3,7,69
10/03/18,3,7,51
11/03/18,3,7,59
12/03/18,3,7,53
13/03/18,3,7,57
14/03/18,3,7,47
15/03/18,3,7,57
16/03/18,3,7,75
17/03/18,3,7,38
18/03/18,3,7,60
19/03/18,3,7,60
20/03/18,3,7,68
21/03/18,3,7,59
22/03/18,3,7,69
23/03/18,3,7,62
24/03/18,3,7,51
25/03/18,3,7,52
26/03/18,3,7,39
27/03/18,3,7,55
28/03/18,3,7,70
29/03/18,3,7,63
30/03/18,3,7,79
31/03/18,3,7,41
01/04/18,3,7,76
02/04/18,3,7,54
03/04/18,3,7,72
04/04/18,3,7,83
05/04/18,3,7,75
06/04/18,3,7,84
07/04/18,3,7,47
08/04/18,3,7,69
09/04/18,3,7,63
10/04/18,3,7,48
11/04/18,3,7,73
12/04/18,3,7,91
13/04/18,3,7,88
14/04/18,3,7,60
15/04/18,3,7,66
16/04/18,3,7,61
17/04/18,3,7,76
18/04/18,3,7,67
19/04/18,3,7,89
20/04/18,3,7,75
21/04/18,3,7,41
22/04/18,3,7,55
23/04/18,3,7,61
24/04/18,3,7,64
25/04/18,3,7,84
26/04/18,3,7,80
27/04/18,3,7,95
28/04/18,3,7,56
29/04/18,3,7,71
30/04/18,3,7,64
01/05/18,3,7,46
02/05/18,3,7,79
03/05/18,3,7,71
04/05/18,3,7,76
05/05/18,3,7,67
06/05/18,3,7,72
07/05/18,3,7,64
08/05/18,3,7,68
09/05/18,3,7,73
10/05/18,3,7,103
11/05/18,3,7,84
12/05/18,3,7,59
13/05/18,3,7,72
14/05/18,3,7,56
15/05/18,3,7,65
16/05/18,3,7,65
17/05/18,3,7,84
18/05/18,3,7,76
19/05/18,3,7,51
20/05/18,3,7,71
21/05/18,3,7,45
22/05/18,3,7,73
23/05/18,3,7,75
24/05/18,3,7,78
25/05/18,3,7,90
26/05/18,3,7,60
27/05/18,3,7,62
28/05/18,3,7,56
29/05/18,3,7,73
30/05/18,3,7,60
31/05/18,3,7,92
01/06/18,3,7,95
02/06/18,3,7,60
03/06/18,3,7,72
04/06/18,3,7,69
05/06/18,3,7,79
06/06/18,3,7,78
07/06/18,3,7,94
08/06/18,3,7,97
09/06/18,3,7,53
10/06/18,3,7,60
11/06/18,3,7,64
12/06/18,3,7,86
13/06/18,3,7,81
14/06/18,3,7,85
15/06/18,3,7,93
16/06/18,3,7,70
17/06/18,3,7,74
18/06/18,3,7,62
19/06/18,3,7,82
20/06/18,3,7,79
21/06/18,3,7,93
22/06/18,3,7,86
23/06/18,3,7,77
24/06/18,3,7,84
25/06/18,3,7,62
26/06/18,3,7,74
27/06/18,3,7,89
28/06/18,3,7,86
29/06/18,3,7,98
30/06/18,3,7,59
01/07/18,3,7,80
02/07/18,3,7,72
03/07/18,3,7,68
04/07/18,3,7,83
05/07/18,3,7,89
06/07/18,3,7,103
07/07/18,3,7,66
08/07/18,3,7,71
09/07/18,3,7,70
10/07/18,3,7,79
11/07/18,3,7,96
12/07/18,3,7,97
13/07/18,3,7,101
14/07/18,3,7,59
15/07/18,3,7,86
16/07/18,3,7,69
17/07/18,3,7,63
18/07/18,3,7,84
19/07/18,3,7,107
20/07/18,3,7,110
21/07/18,3,7,50
22/07/18,3,7,66
23/07/18,3,7,63
24/07/18,3,7,91
25/07/18,3,7,79
26/07/18,3,7,83
27/07/18,3,7,98
28/07/18,3,7,69
29/07/18,3,7,88
30/07/18,3,7,69
31/07/18,3,7,87
01/08/18,3,7,89
02/08/18,3,7,66
03/08/18,3,7,80
04/08/18,3,7,51
05/08/18,3,7,65
06/08/18,3,7,72
07/08/18,3,7,73
08/08/18,3,7,59
09/08/18,3,7,78
10/08/18,3,7,87
11/08/18,3,7,47
12/08/18,3,7,77
13/08/18,3,7,61
14/08/18,3,7,58
15/08/18,3,7,91
16/08/18,3,7,87
17/08/18,3,7,77
18/08/18,3,7,48
19/08/18,3,7,64
20/08/18,3,7,71
21/08/18,3,7,77
22/08/18,3,7,86
23/08/18,3,7,85
24/08/18,3,7,86
25/08/18,3,7,56
26/08/18,3,7,69
27/08/18,3,7,53
28/08/18,3,7,63
29/08/18,3,7,80
30/08/18,3,7,81
31/08/18,3,7,76
01/09/18,3,7,54
02/09/18,3,7,51
03/09/18,3,7,66
04/09/18,3,7,70
05/09/18,3,7,73
06/09/18,3,7,77
07/09/18,3,7,67
08/09/18,3,7,47
09/09/18,3,7,48
10/09/18,3,7,57
11/09/18,3,7,69
12/09/18,3,7,69
13/09/18,3,7,85
14/09/18,3,7,70
15/09/18,3,7,65
16/09/18,3,7,57
17/09/18,3,7,59
18/09/18,3,7,67
19/09/18,3,7,69
20/09/18,3,7,92
21/09/18,3,7,80
22/09/18,3,7,61
23/09/18,3,7,57
24/09/18,3,7,60
25/09/18,3,7,59
26/09/18,3,7,66
27/09/18,3,7,79
28/09/18,3,7,71
29/09/18,3,7,51
30/09/18,3,7,73
01/10/18,3,7,58
02/10/18,3,7,69
03/10/18,3,7,65
04/10/18,3,7,59
05/10/18,3,7,88
06/10/18,3,7,51
07/10/18,3,7,58
08/10/18,3,7,53
09/10/18,3,7,52
10/10/18,3,7,76
11/10/18,3,7,61
12/10/18,3,7,76
13/10/18,3,7,45
14/10/18,3,7,56
15/10/18,3,7,49
16/10/18,3,7,55
17/10/18,3,7,56
18/10/18,3,7,66
19/10/18,3,7,74
20/10/18,3,7,51
21/10/18,3,7,58
22/10/18,3,7,55
23/10/18,3,7,70
24/10/18,3,7,80
25/10/18,3,7,78
26/10/18,3,7,90
27/10/18,3,7,41
28/10/18,3,7,61
29/10/18,3,7,43
30/10/18,3,7,47
31/10/18,3,7,65
01/11/18,3,7,76
02/11/18,3,7,81
03/11/18,3,7,64
04/11/18,3,7,50
05/11/18,3,7,57
06/11/18,3,7,78
07/11/18,3,7,64
08/11/18,3,7,76
09/11/18,3,7,77
10/11/18,3,7,46
11/11/18,3,7,66
12/11/18,3,7,71
13/11/18,3,7,69
14/11/18,3,7,80
15/11/18,3,7,59
16/11/18,3,7,68
17/11/18,3,7,49
18/11/18,3,7,57
19/11/18,3,7,66
20/11/18,3,7,66
21/11/18,3,7,59
22/11/18,3,7,88
23/11/18,3,7,79
24/11/18,3,7,61
25/11/18,3,7,63
26/11/18,3,7,65
27/11/18,3,7,59
28/11/18,3,7,78
29/11/18,3,7,68
30/11/18,3,7,73
01/12/18,3,7,44
02/12/18,3,7,48
03/12/18,3,7,37
04/12/18,3,7,51
05/12/18,3,7,45
06/12/18,3,7,49
07/12/18,3,7,73
08/12/18,3,7,36
09/12/18,3,7,48
10/12/18,3,7,51
11/12/18,3,7,54
12/12/18,3,7,33
13/12/18,3,7,66
14/12/18,3,7,64
15/12/18,3,7,43
16/12/18,3,7,40
17/12/18,3,7,50
18/12/18,3,7,47
19/12/18,3,7,60
20/12/18,3,7,46
21/12/18,3,7,60
22/12/18,3,7,33
23/12/18,3,7,48
24/12/18,3,7,49
25/12/18,3,7,52
26/12/18,3,7,55
27/12/18,3,7,56
28/12/18,3,7,66
29/12/18,3,7,36
30/12/18,3,7,39
31/12/18,3,7,42
01/01/19,3,7,39
02/01/19,3,7,63
03/01/19,3,7,53
04/01/19,3,7,47
05/01/19,3,7,43
06/01/19,3,7,42
07/01/19,3,7,42
08/01/19,3,7,52
09/01/19,3,7,41
10/01/19,3,7,54
11/01/19,3,7,50
12/01/19,3,7,36
13/01/19,3,7,49
14/01/19,3,7,46
15/01/19,3,7,38
16/01/19,3,7,45
17/01/19,3,7,48
18/01/19,3,7,56
19/01/19,3,7,30
20/01/19,3,7,39
21/01/19,3,7,39
22/01/19,3,7,43
23/01/19,3,7,45
24/01/19,3,7,41
25/01/19,3,7,59
26/01/19,3,7,26
27/01/19,3,7,37
28/01/19,3,7,41
29/01/19,3,7,40
30/01/19,3,7,41
31/01/19,3,7,41
01/02/19,3,7,70
02/02/19,3,7,41
03/02/19,3,7,39
04/02/19,3,7,49
05/02/19,3,7,46
06/02/19,3,7,50
07/02/19,3,7,61
08/02/19,3,7,70
09/02/19,3,7,46
10/02/19,3,7,52
11/02/19,3,7,49
12/02/19,3,7,48
13/02/19,3,7,72
14/02/19,3,7,56
15/02/19,3,7,56
16/02/19,3,7,38
17/02/19,3,7,48
18/02/19,3,7,48
19/02/19,3,7,50
20/02/19,3,7,49
21/02/19,3,7,50
22/02/19,3,7,53
23/02/19,3,7,36
24/02/19,3,7,48
25/02/19,3,7,52
26/02/19,3,7,44
27/02/19,3,7,53
28/02/19,3,7,48
01/03/19,3,7,71
02/03/19,3,7,41
03/03/19,3,7,48
04/03/19,3,7,63
05/03/19,3,7,77
06/03/19,3,7,64
07/03/19,3,7,71
08/03/19,3,7,83
09/03/19,3,7,39
10/03/19,3,7,50
11/03/19,3,7,70
12/03/19,3,7,61
13/03/19,3,7,71
14/03/19,3,7,69
15/03/19,3,7,72
16/03/19,3,7,44
17/03/19,3,7,58
18/03/19,3,7,46
19/03/19,3,7,59
20/03/19,3,7,70
21/03/19,3,7,68
22/03/19,3,7,85
23/03/19,3,7,48
24/03/19,3,7,57
25/03/19,3,7,58
26/03/19,3,7,73
27/03/19,3,7,37
28/03/19,3,7,75
29/03/19,3,7,84
30/03/19,3,7,48
31/03/19,3,7,50
01/04/19,3,7,57
02/04/19,3,7,74
03/04/19,3,7,70
04/04/19,3,7,64
05/04/19,3,7,77
06/04/19,3,7,68
07/04/19,3,7,65
08/04/19,3,7,58
09/04/19,3,7,55
10/04/19,3,7,93
11/04/19,3,7,80
12/04/19,3,7,83
13/04/19,3,7,48
14/04/19,3,7,70
15/04/19,3,7,62
16/04/19,3,7,66
17/04/19,3,7,70
18/04/19,3,7,77
19/04/19,3,7,96
20/04/19,3,7,43
21/04/19,3,7,65
22/04/19,3,7,62
23/04/19,3,7,72
24/04/19,3,7,72
25/04/19,3,7,81
26/04/19,3,7,89
27/04/19,3,7,48
28/04/19,3,7,58
29/04/19,3,7,53
30/04/19,3,7,69
01/05/19,3,7,81
02/05/19,3,7,84
03/05/19,3,7,77
04/05/19,3,7,80
05/05/19,3,7,76
06/05/19,3,7,71
07/05/19,3,7,57
08/05/19,3,7,70
09/05/19,3,7,76
10/05/19,3,7,85
11/05/19,3,7,53
12/05/19,3,7,69
13/05/19,3,7,82
14/05/19,3,7,64
15/05/19,3,7,89
16/05/19,3,7,97
17/05/19,3,7,82
18/05/19,3,7,50
19/05/19,3,7,70
20/05/19,3,7,84
21/05/19,3,7,74
22/05/19,3,7,65
23/05/19,3,7,75
24/05/19,3,7,86
25/05/19,3,7,60
26/05/19,3,7,67
27/05/19,3,7,68
28/05/19,3,7,75
29/05/19,3,7,95
30/05/19,3,7,90
31/05/19,3,7,71
01/06/19,3,7,62
02/06/19,3,7,71
03/06/19,3,7,89
04/06/19,3,7,96
05/06/19,3,7,83
06/06/19,3,7,99
07/06/19,3,7,86
08/06/19,3,7,50
09/06/19,3,7,68
10/06/19,3,7,88
11/06/19,3,7,74
12/06/19,3,7,88
13/06/19,3,7,97
14/06/19,3,7,87
15/06/19,3,7,57
16/06/19,3,7,100
17/06/19,3,7,60
18/06/19,3,7,78
19/06/19,3,7,92
20/06/19,3,7,96
21/06/19,3,7,108
22/06/19,3,7,75
23/06/19,3,7,65
24/06/19,3,7,64
25/06/19,3,7,56
26/06/19,3,7,99
27/06/19,3,7,94
28/06/19,3,7,101
29/06/19,3,7,80
30/06/19,3,7,71
01/07/19,3,7,65
02/07/19,3,7,78
03/07/19,3,7,88
04/07/19,3,7,101
05/07/19,3,7,109
06/07/19,3,7,52
07/07/19,3,7,88
08/07/19,3,7,80
09/07/19,3,7,97
10/07/19,3,7,108
11/07/19,3,7,91
12/07/19,3,7,96
13/07/19,3,7,58
14/07/19,3,7,74
15/07/19,3,7,73
16/07/19,3,7,96
17/07/19,3,7,95
18/07/19,3,7,90
19/07/19,3,7,102
20/07/19,3,7,64
21/07/19,3,7,79
22/07/19,3,7,76
23/07/19,3,7,94
24/07/19,3,7,103
25/07/19,3,7,87
26/07/19,3,7,89
27/07/19,3,7,67
28/07/19,3,7,65
29/07/19,3,7,69
30/07/19,3,7,96
31/07/19,3,7,103
01/08/19,3,7,88
02/08/19,3,7,89
03/08/19,3,7,61
04/08/19,3,7,66
05/08/19,3,7,67
06/08/19,3,7,59
07/08/19,3,7,75
08/08/19,3,7,69
09/08/19,3,7,91
10/08/19,3,7,59
11/08/19,3,7,49
12/08/19,3,7,71
13/08/19,3,7,80
